t,8,p1,4,p2,4,s1,0,s2,0
t,27,p1,4,p2,4,s1,0,s2,0
t,48,p1,21,p2,25,s1,550,s2,200
t,69,p1,58,p2,62,s1,1650,s2,1350
t,89,p1,100,p2,104,s1,1950,s2,1950
t,109,p1,139,p2,144,s1,2050,s2,2000
t,130,p1,181,p2,186,s1,1950,s2,2000
t,151,p1,224,p2,228,s1,2050,s2,2000
t,171,p1,267,p2,267,s1,2050,s2,1950
t,191,p1,305,p2,308,s1,1950,s2,2000
t,211,p1,346,p2,347,s1,2000,s2,2050
t,232,p1,389,p2,389,s1,2050,s2,1950
t,253,p1,431,p2,431,s1,2050,s2,2000
t,274,p1,471,p2,474,s1,1900,s2,2000
t,295,p1,517,p2,515,s1,1950,s2,2050
t,315,p1,558,p2,557,s1,2100,s2,1950
t,336,p1,600,p2,597,s1,1950,s2,2000
t,357,p1,639,p2,639,s1,2000,s2,2000
t,378,p1,684,p2,682,s1,1950,s2,2050
t,398,p1,725,p2,723,s1,2000,s2,2000
t,419,p1,766,p2,765,s1,2000,s2,1950
t,472,p1,873,p2,871,s1,1900,s2,2000
t,492,p1,914,p2,910,s1,2050,s2,2000
t,513,p1,956,p2,951,s1,2100,s2,2000
t,533,p1,998,p2,994,s1,1950,s2,2000
t,554,p1,1040,p2,1035,s1,2000,s2,2050
t,575,p1,1083,p2,1077,s1,2000,s2,1950
t,596,p1,1125,p2,1119,s1,2050,s2,2000
t,616,p1,1166,p2,1159,s1,2000,s2,2000
t,638,p1,1209,p2,1203,s1,1950,s2,2000
t,658,p1,1250,p2,1243,s1,1950,s2,2050
t,678,p1,1291,p2,1283,s1,2050,s2,1950
t,699,p1,1332,p2,1325,s1,1950,s2,2000
t,720,p1,1373,p2,1367,s1,1950,s2,2000
t,741,p1,1415,p2,1409,s1,2000,s2,2000
t,762,p1,1457,p2,1450,s1,2050,s2,1950
t,783,p1,1498,p2,1493,s1,1950,s2,2050
t,804,p1,1543,p2,1535,s1,2000,s2,2000
t,824,p1,1584,p2,1574,s1,2000,s2,2000
t,844,p1,1624,p2,1614,s1,2050,s2,1950
t,865,p1,1668,p2,1656,s1,2050,s2,2000
t,885,p1,1708,p2,1697,s1,2050,s2,2050
t,905,p1,1749,p2,1739,s1,2000,s2,2000
t,925,p1,1790,p2,1779,s1,1950,s2,2000
t,946,p1,1833,p2,1819,s1,2050,s2,2000
t,967,p1,1874,p2,1862,s1,2050,s2,2000
t,987,p1,1915,p2,1903,s1,1900,s2,2050
t,1008,p1,1959,p2,1943,s1,2050,s2,1950
t,1028,p1,2001,p2,1985,s1,2050,s2,2000
t,1071,p1,2084,p2,2070,s1,1950,s2,2050
t,1091,p1,2126,p2,2110,s1,2000,s2,1950
t,1112,p1,2168,p2,2153,s1,2000,s2,2000
t,1131,p1,2208,p2,2192,s1,2000,s2,2000
t,1152,p1,2251,p2,2234,s1,2000,s2,2050
t,1173,p1,2292,p2,2276,s1,2050,s2,2000
t,1193,p1,2332,p2,2316,s1,1950,s2,2000
t,1214,p1,2375,p2,2358,s1,2050,s2,2000
t,1235,p1,2416,p2,2400,s1,1950,s2,1950
t,1256,p1,2459,p2,2442,s1,2000,s2,2050
t,1277,p1,2502,p2,2484,s1,2000,s2,1950
t,1298,p1,2545,p2,2525,s1,2050,s2,1950
t,1319,p1,2586,p2,2569,s1,2000,s2,2050
t,1339,p1,2627,p2,2608,s1,1900,s2,2050
t,1358,p1,2668,p2,2647,s1,2050,s2,1950
t,1379,p1,2708,p2,2689,s1,2000,s2,1950
t,1399,p1,2749,p2,2730,s1,2000,s2,2050
t,1419,p1,2787,p2,2770,s1,1900,s2,2000
t,1440,p1,2830,p2,2812,s1,2000,s2,2000
t,1461,p1,2872,p2,2851,s1,2000,s2,1950
t,1481,p1,2912,p2,2893,s1,2000,s2,2000
t,1502,p1,2953,p2,2934,s1,2000,s2,2000
t,1521,p1,2994,p2,2974,s1,2000,s2,2050
t,1543,p1,3039,p2,3016,s1,2050,s2,2000
t,1563,p1,3080,p2,3055,s1,2000,s2,1950
t,1584,p1,3121,p2,3100,s1,2050,s2,2000
t,1604,p1,3165,p2,3139,s1,1950,s2,2000
t,1623,p1,3205,p2,3179,s1,2050,s2,2000
t,1644,p1,3246,p2,3220,s1,2050,s2,2000
t,1665,p1,3288,p2,3262,s1,2000,s2,2000
t,1686,p1,3329,p2,3304,s1,1950,s2,2050
t,1707,p1,3372,p2,3345,s1,2050,s2,2000
t,1728,p1,3415,p2,3387,s1,1950,s2,1950
t,1748,p1,3456,p2,3429,s1,1950,s2,2000
t,1769,p1,3497,p2,3472,s1,2000,s2,2000
t,1789,p1,3538,p2,3511,s1,2000,s2,2050
t,1812,p1,3583,p2,3554,s1,2050,s2,1950
t,1830,p1,3621,p2,3591,s1,2000,s2,1950
t,1851,p1,3664,p2,3633,s1,1950,s2,2050
t,1872,p1,3706,p2,3675,s1,2000,s2,2000
t,1892,p1,3746,p2,3717,s1,2000,s2,2000
t,1913,p1,3788,p2,3759,s1,2000,s2,2000
t,1934,p1,3831,p2,3801,s1,1950,s2,2050
t,1955,p1,3872,p2,3842,s1,2050,s2,2000
t,1974,p1,3914,p2,3883,s1,2000,s2,2000
t,1995,p1,3955,p2,3924,s1,2000,s2,2000
t,2015,p1,3996,p2,3963,s1,2050,s2,2000
t,2035,p1,4036,p2,4005,s1,1950,s2,2050
t,2056,p1,4073,p2,4046,s1,1950,s2,1950
t,2076,p1,4088,p2,4078,s1,1600,s2,1800
t,2097,p1,4091,p2,4090,s1,550,s2,900
t,2118,p1,4092,p2,4092,s1,100,s2,150
t,2138,p1,4092,p2,4092,s1,0,s2,50
t,2159,p1,4092,p2,4092,s1,0,s2,0
t,2179,p1,4092,p2,4092,s1,0,s2,0
t,2200,p1,4093,p2,4092,s1,0,s2,0
t,2220,p1,4093,p2,4092,s1,50,s2,0
t,2241,p1,4093,p2,4092,s1,0,s2,0
t,2261,p1,4093,p2,4092,s1,0,s2,0
t,2282,p1,4093,p2,4092,s1,0,s2,0
t,2302,p1,4093,p2,4092,s1,0,s2,0
t,2322,p1,4093,p2,4092,s1,0,s2,0
t,2343,p1,4093,p2,4092,s1,0,s2,0
t,2363,p1,4093,p2,4092,s1,0,s2,0
t,2383,p1,4093,p2,4092,s1,0,s2,0
t,2424,p1,4093,p2,4092,s1,0,s2,0
t,2444,p1,4093,p2,4092,s1,0,s2,0
t,2465,p1,4093,p2,4092,s1,0,s2,0
t,2485,p1,4093,p2,4092,s1,0,s2,0
t,2506,p1,4093,p2,4092,s1,0,s2,0
t,2526,p1,4093,p2,4092,s1,0,s2,0
t,2547,p1,4093,p2,4092,s1,0,s2,0
t,2568,p1,4093,p2,4092,s1,0,s2,0
t,2589,p1,4093,p2,4092,s1,0,s2,0
t,2609,p1,4093,p2,4092,s1,0,s2,0
t,2629,p1,4093,p2,4092,s1,0,s2,0
t,2649,p1,4093,p2,4092,s1,0,s2,0
t,2670,p1,4093,p2,4092,s1,0,s2,0
t,2690,p1,4093,p2,4092,s1,0,s2,0
t,2710,p1,4093,p2,4092,s1,0,s2,0
t,2731,p1,4093,p2,4092,s1,0,s2,0
t,2752,p1,4093,p2,4092,s1,0,s2,0
t,2773,p1,4093,p2,4092,s1,0,s2,0
t,2793,p1,4093,p2,4092,s1,0,s2,0
t,2814,p1,4093,p2,4092,s1,0,s2,0
t,2834,p1,4093,p2,4092,s1,0,s2,0
t,2855,p1,4093,p2,4092,s1,0,s2,0
t,2875,p1,4093,p2,4092,s1,0,s2,0
t,2896,p1,4093,p2,4092,s1,0,s2,0
t,2916,p1,4093,p2,4092,s1,0,s2,0
t,2937,p1,4093,p2,4092,s1,0,s2,0
t,2957,p1,4093,p2,4092,s1,0,s2,0
t,2978,p1,4093,p2,4092,s1,0,s2,0
t,2998,p1,4093,p2,4092,s1,0,s2,0
t,3018,p1,4093,p2,4092,s1,0,s2,0
t,3039,p1,4093,p2,4092,s1,0,s2,0
t,3061,p1,4093,p2,4092,s1,0,s2,0
t,3080,p1,4093,p2,4092,s1,0,s2,0
t,3100,p1,4093,p2,4092,s1,0,s2,0
t,3121,p1,4093,p2,4092,s1,0,s2,0
t,3141,p1,4093,p2,4092,s1,0,s2,0
